#重庆有线 第三方代理？来源于网络

央视,#genre#
魅力足球,https://cqcb.iptv.darwinchow.com/mlzqHD
动漫秀场,https://cqcb.iptv.darwinchow.com/dmxcHD
游戏风云,https://cqcb.iptv.darwinchow.com/yxfyHD
生活时尚,https://cqcb.iptv.darwinchow.com/shenghuo
法治天地,https://cqcb.iptv.darwinchow.com/fazhi
金色学堂,https://cqcb.iptv.darwinchow.com/jinse
求索纪录,https://cqcb.iptv.darwinchow.com/qsjlHD
重温经典,https://cqcb.iptv.darwinchow.com/cwjdHD

纪实科教,https://cqcb.iptv.darwinchow.com/bjayjssd
中华特产,https://cqcb.iptv.darwinchow.com/techan
生态环境,https://cqcb.iptv.darwinchow.com/shengtai
四海钓鱼,https://cqcb.iptv.darwinchow.com/diaoyu
车迷频道,https://cqcb.iptv.darwinchow.com/doxtv
环球奇观,https://cqcb.iptv.darwinchow.com/car
环球旅游,https://cqcb.iptv.darwinchow.com/huanqiulvyou
优优宝贝,https://cqcb.iptv.darwinchow.com/youxi
东方财经,https://cqcb.iptv.darwinchow.com/dfcj
新动漫,https://cqcb.iptv.darwinchow.com/dongman
书画频道,https://cqcb.iptv.darwinchow.com/shuhua
中国天气,https://cqcb.iptv.darwinchow.com/tianqisd
证券服务,https://cqcb.iptv.darwinchow.com/jiazheng
山东教育,https://cqcb.iptv.darwinchow.com/sdjiaoyusd
收藏天下,https://cqcb.iptv.darwinchow.com/soucang
国学频道,https://cqcb.iptv.darwinchow.com/guoxue
快乐垂钓,https://cqcb.iptv.darwinchow.com/klcdHD
先锋乒羽,https://cqcb.iptv.darwinchow.com/xianfeng
财富天下,https://cqcb.iptv.darwinchow.com/caifu
天元围棋,https://cqcb.iptv.darwinchow.com/weiqi
家有购物,https://cqcb.iptv.darwinchow.com/jygw
聚鲨环球,https://cqcb.iptv.darwinchow.com/jusha

重庆,#genre#
爱看导视,https://cqcb.iptv.darwinchow.com/aikanHD
重庆新闻,https://cqcb.iptv.darwinchow.com/cqtvnewsHD
重庆科教,https://cqcb.iptv.darwinchow.com/cqtvkejiaoHD
重庆影视,https://cqcb.iptv.darwinchow.com/cqyingshiHD
文体娱乐,https://cqcb.iptv.darwinchow.com/cqwtylHD
重庆少儿,https://cqcb.iptv.darwinchow.com/cqseHD
时尚生活,https://cqcb.iptv.darwinchow.com/cqssgwHD
重庆新农村,https://cqcb.iptv.darwinchow.com/cqggncHD
社会与法,https://cqcb.iptv.darwinchow.com/cqtvtrendyHD
重庆移动,https://cqcb.iptv.darwinchow.com/mryyHD
重庆汽摩,https://cqcb.iptv.darwinchow.com/cqcarsd
重广融媒,https://cqcb.iptv.darwinchow.com/cqrongmei
合川综合,https://cqcb.iptv.darwinchow.com/hechuan
长寿综合,https://cqcb.iptv.darwinchow.com/changshou
酉阳综合,https://cqcb.iptv.darwinchow.com/youyang
云阳综合,https://cqcb.iptv.darwinchow.com/jiangjinHD
铜梁综合,https://cqcb.iptv.darwinchow.com/tongliangzongheHD

