央视,#genre#
黑龙江卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226716/1.m3u8
吉林卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226671/1.m3u8
辽宁卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226689/1.m3u8
内蒙古卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226685/1.m3u8
宁夏卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226691/1.m3u8
甘肃卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226662/1.m3u8
青海卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226696/1.m3u8
陕西卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226707/1.m3u8
河北卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226665/1.m3u8
河北卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226684/1.m3u8
山西卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226704/1.m3u8
山东卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226693/1.m3u8
安徽卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226655/1.m3u8
河南卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226687/1.m3u8
河南卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226668/1.m3u8
湖北卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226713/1.m3u8
江西卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226682/1.m3u8
江西卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226726/1.m3u8
东南卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226675/1.m3u8
东南卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226670/1.m3u8
厦门卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226695/1.m3u8
深圳卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8
广西卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226681/1.m3u8
云南卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226709/1.m3u8
贵州卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226676/1.m3u8
贵州卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226672/1.m3u8
四川卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226697/1.m3u8
四川卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226659/1.m3u8
新疆卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226700/1.m3u8
兵团卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226661/1.m3u8
西藏卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226710/1.m3u8
海南卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226683/1.m3u8
海南卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226679/1.m3u8
哈哈炫动,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226703/1.m3u8
金鹰卡通,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226674/1.m3u8
北京纪实科教,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226656/1.m3u8
北京纪实科教,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226658/1.m3u8
北京卡酷少儿,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226677/1.m3u8
北京体育休闲,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226730/1.m3u8
山东教育卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226701/1.m3u8
安徽卫视,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226664/1.m3u8
哒啵电竞,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226891/1.m3u8
哒啵赛事,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226905/1.m3u8
金鹰纪实,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226667/1.m3u8
金鹰卡通[1024*576],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226674/1.m3u8
哈哈炫动,http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226703/1.m3u8


咪咕,#genre#
咪咕4K[3840*2160],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226938/1.m3u8
咪咕4K[3840*2160],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226989/1.m3u8
至臻视界[3840*2160],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226991/1.m3u8

睛彩广场舞[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226933/1.m3u8
睛彩竞技[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226870/1.m3u8
睛彩竞技[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226969/1.m3u8
睛彩竞技[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226988/1.m3u8
睛彩篮球[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226952/1.m3u8
睛彩篮球[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226966/1.m3u8
睛彩篮球[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226994/1.m3u8
睛彩青少[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226965/1.m3u8
睛彩青少[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226992/1.m3u8
睛彩青少[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226930/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226776/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226909/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226923/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226929/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226932/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226935/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226941/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226944/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226950/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226982/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226995/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226912/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226915/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226918/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226921/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226923/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226924/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226926/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226927/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226935/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226936/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226947/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226951/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226953/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226954/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226985/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226995/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/rrs04.hw.gmcc.net/PLTV/651/224/3221226997/1.m3u8


咪咕13,#genre#
至臻视界[3840*2160],http://120.196.232.101:8088/PLTV/13/224/3221227952/1.m3u8
咪咕4K[3840*2160],http://120.196.232.101:8088/PLTV/13/224/3221227945/1.m3u8
睛彩篮球[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227949/1.m3u8
睛彩竞技[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227883/1.m3u8
睛彩青少[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227958/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227891/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227887/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227942/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227941/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227946/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227948/1.m3u8
咪咕[1920*1080],http://120.196.232.101:8088/PLTV/13/224/3221227954/1.m3u8
